Date,Coal_Type,Benchmark,Per _Price
2020-01-13,HCC,Jingtang Australia EXW,1360.0
2020-01-13,HCC,Tianjin Australia EXW,1210.0
2020-01-13,SSCC,Tangshan Hebei FOR,1420.0
2020-01-13,SSCC,Wuhai EXW,911.0
2020-01-13,TC,GM DAP,251.0
2020-01-13,TC,Wuhai EXW,374.0
2020-01-20,HCC,GM EXW #5 Jinquan ,1040.0
2020-01-20,HCC,GM EXW #3,0.0
2020-01-20,HCC,Baotou EXW,953.0
2020-01-20,HCC,Tangshan Hebei FOR,1565.0
2020-01-20,HCC,Jingtang Australia EXW,1360.0
2020-01-20,HCC,Tianjin Australia EXW,1210.0
2020-01-20,SSCC,Tangshan Hebei FOR,1420.0
2020-01-20,SSCC,Wuhai EXW,911.0
2020-01-20,TC,GM DAP,251.0
2020-01-20,TC,Wuhai EXW,374.0
2020-01-27,HCC,GM EXW #5 Jinquan ,1040.0
2020-01-27,HCC,GM EXW #3,0.0
2020-01-27,HCC,Baotou EXW,953.0
2020-01-27,HCC,Tangshan Hebei FOR,1565.0
2020-01-27,HCC,Jingtang Australia EXW,1370.0
2020-01-27,HCC,Tianjin Australia EXW,1210.0
2020-01-27,SSCC,Tangshan Hebei FOR,1420.0
2020-01-27,SSCC,Wuhai EXW,911.0
2020-01-27,TC,GM DAP,251.0
2020-01-27,TC,Wuhai EXW,374.0
2020-02-03,HCC,GM EXW #5 Jinquan ,1040.0
2020-02-03,HCC,GM EXW #3,0.0
2020-02-03,HCC,Baotou EXW,953.0
2020-02-03,HCC,Tangshan Hebei FOR,1565.0
2020-02-03,HCC,Jingtang Australia EXW,1370.0
2020-02-03,HCC,Tianjin Australia EXW,1210.0
2020-02-03,SSCC,Tangshan Hebei FOR,1420.0
2020-02-03,SSCC,Wuhai EXW,911.0
2020-02-03,TC,GM DAP,251.0
2020-02-03,TC,Wuhai EXW,374.0
2020-02-10,HCC,GM EXW #5 Jinquan ,1040.0
2020-02-10,HCC,GM EXW #3,0.0
2020-02-10,HCC,Baotou EXW,953.0
2020-02-10,HCC,Tangshan Hebei FOR,1565.0
2020-02-10,HCC,Jingtang Australia EXW,1455.0
2020-02-10,HCC,Tianjin Australia EXW,1310.0
2020-02-10,SSCC,Tangshan Hebei FOR,1420.0
2020-02-10,SSCC,Wuhai EXW,911.0
2020-02-10,TC,GM DAP,251.0
2020-02-10,TC,Wuhai EXW,380.0
2020-02-17,HCC,GM EXW #5 Jinquan ,1040.0
2020-02-17,HCC,GM EXW #3,0.0
2020-02-17,HCC,Baotou EXW,999.0
2020-02-17,HCC,Tangshan Hebei FOR,1595.0
2020-02-17,HCC,Jingtang Australia EXW,1480.0
2020-02-17,HCC,Tianjin Australia EXW,1320.0
2020-02-17,SSCC,Tangshan Hebei FOR,1420.0
2020-02-17,SSCC,Wuhai EXW,955.0
2020-02-17,TC,GM DAP,251.0
2020-02-17,TC,Wuhai EXW,400.0
2020-02-24,HCC,GM EXW #5 Jinquan ,1040.0
2020-02-24,HCC,GM EXW #3,0.0
2020-02-24,HCC,Baotou EXW,999.0
2020-02-24,HCC,Tangshan Hebei FOR,1595.0
2020-02-24,HCC,Jingtang Australia EXW,1470.0
2020-02-24,HCC,Tianjin Australia EXW,1320.0
2020-02-24,SSCC,Tangshan Hebei FOR,1450.0
2020-02-24,SSCC,Wuhai EXW,955.0
2020-02-24,TC,GM DAP,251.0
2020-02-24,TC,Wuhai EXW,430.0
2020-03-02,HCC,GM EXW #5 Jinquan ,1150.0
2020-03-02,HCC,GM EXW #3,0.0
2020-03-02,HCC,Baotou EXW,1023.0
2020-03-02,HCC,Tangshan Hebei FOR,1595.0
2020-03-02,HCC,Jingtang Australia EXW,1460.0
2020-03-02,HCC,Tianjin Australia EXW,1300.0
2020-03-02,SSCC,Tangshan Hebei FOR,1450.0
2020-03-02,SSCC,Wuhai EXW,976.0
2020-03-02,TC,GM DAP,253.0
2020-03-02,TC,Wuhai EXW,426.0
2020-03-09,HCC,GM EXW #5 Jinquan ,1150.0
2020-03-09,HCC,GM EXW #3,0.0
2020-03-09,HCC,Baotou EXW,1023.0
2020-03-09,HCC,Tangshan Hebei FOR,1595.0
2020-03-09,HCC,Jingtang Australia EXW,1410.0
2020-03-09,HCC,Tianjin Australia EXW,1290.0
2020-03-09,SSCC,Tangshan Hebei FOR,1450.0
2020-03-09,SSCC,Wuhai EXW,976.0
2020-03-09,TC,GM DAP,253.0
2020-03-09,TC,Wuhai EXW,412.0
2020-03-16,HCC,GM EXW #5 Jinquan ,1150.0
2020-03-16,HCC,GM EXW #3,0.0
2020-03-16,HCC,Baotou EXW,1023.0
2020-03-16,HCC,Tangshan Hebei FOR,1595.0
2020-03-16,HCC,Jingtang Australia EXW,1410.0
2020-03-16,HCC,Tianjin Australia EXW,1290.0
2020-03-16,SSCC,Tangshan Hebei FOR,1450.0
2020-03-16,SSCC,Wuhai EXW,976.0
2020-03-16,TC,GM DAP,253.0
2020-03-16,TC,Wuhai EXW,391.0
2020-03-23,HCC,GM EXW #5 Jinquan ,1120.0
2020-03-23,HCC,GM EXW #3,0.0
2020-03-23,HCC,Baotou EXW,988.0
2020-03-23,HCC,Tangshan Hebei FOR,1595.0
2020-03-23,HCC,Jingtang Australia EXW,1370.0
2020-03-23,HCC,Tianjin Australia EXW,1250.0
2020-03-23,SSCC,Tangshan Hebei FOR,1420.0
2020-03-23,SSCC,Wuhai EXW,944.0
2020-03-23,TC,GM DAP,253.0
2020-03-23,TC,Wuhai EXW,372.0
2020-03-30,HCC,GM EXW #5 Jinquan ,1090.0
2020-03-30,HCC,GM EXW #3,0.0
2020-03-30,HCC,Baotou EXW,953.0
2020-03-30,HCC,Tangshan Hebei FOR,1595.0
2020-03-30,HCC,Jingtang Australia EXW,1350.0
2020-03-30,HCC,Tianjin Australia EXW,1230.0
2020-03-30,SSCC,Tangshan Hebei FOR,1420.0
2020-03-30,SSCC,Wuhai EXW,911.0
2020-03-30,TC,GM DAP,250.0
2020-03-30,TC,Wuhai EXW,370.0
2020-04-06,HCC,GM EXW #5 Jinquan ,1090.0
2020-04-06,HCC,GM EXW #3,0.0
2020-04-06,HCC,Baotou EXW,953.0
2020-04-06,HCC,Tangshan Hebei FOR,1595.0
2020-04-06,HCC,Jingtang Australia EXW,1330.0
2020-04-06,HCC,Tianjin Australia EXW,1230.0
2020-04-06,SSCC,Tangshan Hebei FOR,1420.0
2020-04-06,SSCC,Wuhai EXW,911.0
2020-04-06,TC,GM DAP,250.0
2020-04-06,TC,Wuhai EXW,358.0
2020-04-13,HCC,GM EXW #5 Jinquan ,1050.0
2020-04-13,HCC,GM EXW #3,0.0
2020-04-13,HCC,Baotou EXW,953.0
2020-04-13,HCC,Tangshan Hebei FOR,1595.0
2020-04-13,HCC,Jingtang Australia EXW,1335.0
2020-04-13,HCC,Tianjin Australia EXW,1200.0
2020-04-13,SSCC,Tangshan Hebei FOR,1370.0
2020-04-13,SSCC,Wuhai EXW,911.0
2020-04-13,TC,GM DAP,250.0
2020-04-13,TC,Wuhai EXW,348.0
2020-04-20,HCC,GM EXW #5 Jinquan ,1050.0
2020-04-20,HCC,GM EXW #3,0.0
2020-04-20,HCC,Baotou EXW,930.0
2020-04-20,HCC,Tangshan Hebei FOR,1555.0
2020-04-20,HCC,Jingtang Australia EXW,1335.0
2020-04-20,HCC,Tianjin Australia EXW,1200.0
2020-04-20,SSCC,Tangshan Hebei FOR,1340.0
2020-04-20,SSCC,Wuhai EXW,890.0
2020-04-20,TC,GM DAP,250.0
2020-04-20,TC,Wuhai EXW,336.0
2020-04-27,HCC,GM EXW #5 Jinquan ,1050.0
2020-04-27,HCC,GM EXW #3,0.0
2020-04-27,HCC,Baotou EXW,930.0
2020-04-27,HCC,Tangshan Hebei FOR,1555.0
2020-04-27,HCC,Jingtang Australia EXW,1335.0
2020-04-27,HCC,Tianjin Australia EXW,1200.0
2020-04-27,SSCC,Tangshan Hebei FOR,1290.0
2020-04-27,SSCC,Wuhai EXW,890.0
2020-04-27,TC,GM DAP,245.0
2020-04-27,TC,Wuhai EXW,325.0
2020-05-04,HCC,GM EXW #5 Jinquan ,1050.0
2020-05-04,HCC,GM EXW #3,0.0
2020-05-04,HCC,Baotou EXW,930.0
2020-05-04,HCC,Tangshan Hebei FOR,1555.0
2020-05-04,HCC,Jingtang Australia EXW,1335.0
2020-05-04,HCC,Tianjin Australia EXW,1200.0
2020-05-04,SSCC,Tangshan Hebei FOR,1290.0
2020-05-04,SSCC,Wuhai EXW,890.0
2020-05-04,TC,GM DAP,245.0
2020-05-04,TC,Wuhai EXW,324.0
2020-05-11,HCC,GM EXW #5 Jinquan ,1030.0
2020-05-11,HCC,GM EXW #3,0.0
2020-05-11,HCC,Baotou EXW,930.0
2020-05-11,HCC,Tangshan Hebei FOR,1555.0
2020-05-11,HCC,Jingtang Australia EXW,1335.0
2020-05-11,HCC,Tianjin Australia EXW,1200.0
2020-05-11,SSCC,Tangshan Hebei FOR,1240.0
2020-05-11,SSCC,Wuhai EXW,890.0
2020-05-11,TC,GM DAP,245.0
2020-05-11,TC,Wuhai EXW,315.0
2020-05-18,HCC,GM EXW #5 Jinquan ,1030.0
2020-05-18,HCC,GM EXW #3,0.0
2020-05-18,HCC,Baotou EXW,930.0
2020-05-18,HCC,Tangshan Hebei FOR,1535.0
2020-05-18,HCC,Jingtang Australia EXW,1335.0
2020-05-18,HCC,Tianjin Australia EXW,1200.0
2020-05-18,SSCC,Tangshan Hebei FOR,1240.0
2020-05-18,SSCC,Wuhai EXW,890.0
2020-05-18,TC,GM DAP,245.0
2020-05-18,TC,Wuhai EXW,322.0
2020-05-25,HCC,GM EXW #5 Jinquan ,1010.0
2020-05-25,HCC,GM EXW #3,0.0
2020-05-25,HCC,Baotou EXW,930.0
2020-05-25,HCC,Tangshan Hebei FOR,1485.0
2020-05-25,HCC,Jingtang Australia EXW,1320.0
2020-05-25,HCC,Tianjin Australia EXW,1190.0
2020-05-25,SSCC,Tangshan Hebei FOR,1240.0
2020-05-25,SSCC,Wuhai EXW,890.0
2020-05-25,TC,GM DAP,245.0
2020-05-25,TC,Wuhai EXW,339.0
2020-06-01,HCC,GM EXW #5 Jinquan ,1010.0
2020-06-01,HCC,GM EXW #3,0.0
2020-06-01,HCC,Baotou EXW,930.0
2020-06-01,HCC,Tangshan Hebei FOR,1485.0
2020-06-01,HCC,Jingtang Australia EXW,1325.0
2020-06-01,HCC,Tianjin Australia EXW,1190.0
2020-06-01,SSCC,Tangshan Hebei FOR,1240.0
2020-06-01,SSCC,Wuhai EXW,890.0
2020-06-01,TC,GM DAP,255.0
2020-06-01,TC,Wuhai EXW,353.0
2020-06-08,HCC,GM EXW #5 Jinquan ,1010.0
2020-06-08,HCC,GM EXW #3,0.0
2020-06-08,HCC,Baotou EXW,930.0
2020-06-08,HCC,Tangshan Hebei FOR,1485.0
2020-06-08,HCC,Jingtang Australia EXW,1325.0
2020-06-08,HCC,Tianjin Australia EXW,1190.0
2020-06-08,SSCC,Tangshan Hebei FOR,1220.0
2020-06-08,SSCC,Wuhai EXW,890.0
2020-06-08,TC,GM DAP,255.0
2020-06-08,TC,Wuhai EXW,358.0
2020-06-15,HCC,GM EXW #5 Jinquan ,1000.0
2020-06-15,HCC,GM EXW #3,0.0
2020-06-15,HCC,Baotou EXW,953.0
2020-06-15,HCC,Tangshan Hebei FOR,1485.0
2020-06-15,HCC,Jingtang Australia EXW,1325.0
2020-06-15,HCC,Tianjin Australia EXW,1190.0
2020-06-15,SSCC,Tangshan Hebei FOR,1220.0
2020-06-15,SSCC,Wuhai EXW,911.0
2020-06-15,TC,GM DAP,255.0
2020-06-15,TC,Wuhai EXW,367.0
2020-06-22,HCC,GM EXW #5 Jinquan ,1000.0
2020-06-22,HCC,GM EXW #3,0.0
2020-06-22,HCC,Baotou EXW,953.0
2020-06-22,HCC,Tangshan Hebei FOR,1485.0
2020-06-22,HCC,Jingtang Australia EXW,1325.0
2020-06-22,HCC,Tianjin Australia EXW,1190.0
2020-06-22,SSCC,Tangshan Hebei FOR,1220.0
2020-06-22,SSCC,Wuhai EXW,911.0
2020-06-22,TC,GM DAP,255.0
2020-06-22,TC,Wuhai EXW,374.0
2020-06-29,HCC,GM EXW #5 Jinquan ,1000.0
2020-06-29,HCC,GM EXW #3,0.0
2020-06-29,HCC,Baotou EXW,953.0
2020-06-29,HCC,Tangshan Hebei FOR,1485.0
2020-06-29,HCC,Jingtang Australia EXW,1340.0
2020-06-29,HCC,Tianjin Australia EXW,1205.0
2020-06-29,SSCC,Tangshan Hebei FOR,1220.0
2020-06-29,SSCC,Wuhai EXW,911.0
2020-06-29,TC,GM DAP,260.0
2020-06-29,TC,Wuhai EXW,383.0
2020-07-06,HCC,GM EXW #5 Jinquan ,1000.0
2020-07-06,HCC,GM EXW #3,0.0
2020-07-06,HCC,Baotou EXW,953.0
2020-07-06,HCC,Tangshan Hebei FOR,1485.0
2020-07-06,HCC,Jingtang Australia EXW,1340.0
2020-07-06,HCC,Tianjin Australia EXW,1205.0
2020-07-06,SSCC,Tangshan Hebei FOR,1220.0
2020-07-06,SSCC,Wuhai EXW,911.0
2020-07-06,TC,GM DAP,260.0
2020-07-06,TC,Wuhai EXW,401.0
2020-07-13,HCC,GM EXW #5 Jinquan ,1000.0
2020-07-13,HCC,GM EXW #3,0.0
2020-07-13,HCC,Baotou EXW,930.0
2020-07-13,HCC,Tangshan Hebei FOR,1485.0
2020-07-13,HCC,Jingtang Australia EXW,1340.0
2020-07-13,HCC,Tianjin Australia EXW,1205.0
2020-07-13,SSCC,Tangshan Hebei FOR,1220.0
2020-07-13,SSCC,Wuhai EXW,890.0
2020-07-13,TC,GM DAP,260.0
2020-07-13,TC,Wuhai EXW,408.0
2020-07-20,HCC,GM EXW #5 Jinquan ,1000.0
2020-07-20,HCC,GM EXW #3,0.0
2020-07-20,HCC,Baotou EXW,930.0
2020-07-20,HCC,Tangshan Hebei FOR,1485.0
2020-07-20,HCC,Jingtang Australia EXW,1340.0
2020-07-20,HCC,Tianjin Australia EXW,1205.0
2020-07-20,SSCC,Tangshan Hebei FOR,1210.0
2020-07-20,SSCC,Wuhai EXW,890.0
2020-07-20,TC,GM DAP,260.0
2020-07-20,TC,Wuhai EXW,407.0
2020-07-27,HCC,GM EXW #5 Jinquan ,1000.0
2020-07-27,HCC,GM EXW #3,0.0
2020-07-27,HCC,Baotou EXW,930.0
2020-07-27,HCC,Tangshan Hebei FOR,1485.0
2020-07-27,HCC,Jingtang Australia EXW,1345.0
2020-07-27,HCC,Tianjin Australia EXW,1205.0
2020-07-27,SSCC,Tangshan Hebei FOR,1210.0
2020-07-27,SSCC,Wuhai EXW,890.0
2020-07-27,TC,GM DAP,260.0
2020-07-27,TC,Wuhai EXW,401.0
2020-08-03,HCC,GM EXW #5 Jinquan ,1000.0
2020-08-03,HCC,GM EXW #3,0.0
2020-08-03,HCC,Baotou EXW,930.0
2020-08-03,HCC,Tangshan Hebei FOR,1485.0
2020-08-03,HCC,Jingtang Australia EXW,1345.0
2020-08-03,HCC,Tianjin Australia EXW,1205.0
2020-08-03,SSCC,Tangshan Hebei FOR,1210.0
2020-08-03,SSCC,Wuhai EXW,890.0
2020-08-03,TC,GM DAP,260.0
2020-08-03,TC,Wuhai EXW,399.0
2020-08-10,HCC,GM EXW #5 Jinquan ,1000.0
2020-08-10,HCC,GM EXW #3,0.0
2020-08-10,HCC,Baotou EXW,930.0
2020-08-10,HCC,Tangshan Hebei FOR,1485.0
2020-08-10,HCC,Jingtang Australia EXW,1345.0
2020-08-10,HCC,Tianjin Australia EXW,1205.0
2020-08-10,SSCC,Tangshan Hebei FOR,1160.0
2020-08-10,SSCC,Wuhai EXW,890.0
2020-08-10,TC,GM DAP,260.0
2020-08-10,TC,Wuhai EXW,397.0
2020-08-17,HCC,GM EXW #5 Jinquan ,1000.0
2020-08-17,HCC,GM EXW #3,0.0
2020-08-17,HCC,Baotou EXW,930.0
2020-08-17,HCC,Tangshan Hebei FOR,1485.0
2020-08-17,HCC,Jingtang Australia EXW,1340.0
2020-08-17,HCC,Tianjin Australia EXW,1205.0
2020-08-17,SSCC,Tangshan Hebei FOR,1160.0
2020-08-17,SSCC,Wuhai EXW,890.0
2020-08-17,TC,GM DAP,260.0
2020-08-17,TC,Wuhai EXW,395.0
2020-08-24,HCC,GM EXW #5 Jinquan ,1000.0
2020-08-24,HCC,GM EXW #3,0.0
2020-08-24,HCC,Baotou EXW,930.0
2020-08-24,HCC,Tangshan Hebei FOR,1485.0
2020-08-24,HCC,Jingtang Australia EXW,1340.0
2020-08-24,HCC,Tianjin Australia EXW,1205.0
2020-08-24,SSCC,Tangshan Hebei FOR,1160.0
2020-08-24,SSCC,Wuhai EXW,890.0
2020-08-24,TC,GM DAP,260.0
2020-08-24,TC,Wuhai EXW,395.0
2020-08-31,HCC,GM EXW #5 Jinquan ,1000.0
2020-08-31,HCC,GM EXW #3,0.0
2020-08-31,HCC,Baotou EXW,953.0
2020-08-31,HCC,Tangshan Hebei FOR,1485.0
2020-08-31,HCC,Jingtang Australia EXW,1340.0
2020-08-31,HCC,Tianjin Australia EXW,1205.0
2020-08-31,SSCC,Tangshan Hebei FOR,1160.0
2020-08-31,SSCC,Wuhai EXW,911.0
2020-08-31,TC,GM DAP,260.0
2020-08-31,TC,Wuhai EXW,397.0
2020-09-07,HCC,GM EXW #5 Jinquan ,1000.0
2020-09-07,HCC,GM EXW #3,0.0
2020-09-07,HCC,Baotou EXW,953.0
2020-09-07,HCC,Tangshan Hebei FOR,1485.0
2020-09-07,HCC,Jingtang Australia EXW,1340.0
2020-09-07,HCC,Tianjin Australia EXW,1205.0
2020-09-07,SSCC,Tangshan Hebei FOR,1160.0
2020-09-07,SSCC,Wuhai EXW,911.0
2020-09-07,TC,GM DAP,260.0
2020-09-07,TC,Wuhai EXW,401.0
2020-09-14,HCC,GM EXW #5 Jinquan ,1000.0
2020-09-14,HCC,GM EXW #3,0.0
2020-09-14,HCC,Baotou EXW,953.0
2020-09-14,HCC,Tangshan Hebei FOR,1485.0
2020-09-14,HCC,Jingtang Australia EXW,1340.0
2020-09-14,HCC,Tianjin Australia EXW,1205.0
2020-09-14,SSCC,Tangshan Hebei FOR,1160.0
2020-09-14,SSCC,Wuhai EXW,911.0
2020-09-14,TC,GM DAP,260.0
2020-09-14,TC,Wuhai EXW,408.0
2020-09-21,HCC,GM EXW #5 Jinquan ,1000.0
2020-09-21,HCC,GM EXW #3,0.0
2020-09-21,HCC,Baotou EXW,953.0
2020-09-21,HCC,Tangshan Hebei FOR,1485.0
2020-09-21,HCC,Jingtang Australia EXW,1340.0
2020-09-21,HCC,Tianjin Australia EXW,1205.0
2020-09-21,SSCC,Tangshan Hebei FOR,1160.0
2020-09-21,SSCC,Wuhai EXW,911.0
2020-09-21,TC,GM DAP,260.0
2020-09-21,TC,Wuhai EXW,418.0
2020-09-28,HCC,GM EXW #5 Jinquan ,1020.0
2020-09-28,HCC,GM EXW #3,0.0
2020-09-28,HCC,Baotou EXW,976.0
2020-09-28,HCC,Tangshan Hebei FOR,1485.0
2020-09-28,HCC,Jingtang Australia EXW,1360.0
2020-09-28,HCC,Tianjin Australia EXW,1205.0
2020-09-28,SSCC,Tangshan Hebei FOR,1160.0
2020-09-28,SSCC,Wuhai EXW,933.0
2020-09-28,TC,GM DAP,273.0
2020-09-28,TC,Wuhai EXW,435.0
2020-10-05,HCC,GM EXW #5 Jinquan ,1020.0
2020-10-05,HCC,GM EXW #3,0.0
2020-10-05,HCC,Baotou EXW,976.0
2020-10-05,HCC,Tangshan Hebei FOR,1485.0
2020-10-05,HCC,Jingtang Australia EXW,1360.0
2020-10-05,HCC,Tianjin Australia EXW,1205.0
2020-10-05,SSCC,Tangshan Hebei FOR,1160.0
2020-10-05,SSCC,Wuhai EXW,933.0
2020-10-05,TC,GM DAP,273.0
2020-10-05,TC,Wuhai EXW,440.0
2020-10-12,HCC,GM EXW #5 Jinquan ,1020.0
2020-10-12,HCC,GM EXW #3,0.0
2020-10-12,HCC,Baotou EXW,976.0
2020-10-12,HCC,Tangshan Hebei FOR,1485.0
2020-10-12,HCC,Jingtang Australia EXW,1360.0
2020-10-12,HCC,Tianjin Australia EXW,1205.0
2020-10-12,SSCC,Tangshan Hebei FOR,1160.0
2020-10-12,SSCC,Wuhai EXW,933.0
2020-10-12,TC,GM DAP,273.0
2020-10-12,TC,Wuhai EXW,439.0
2020-10-19,HCC,GM EXW #5 Jinquan ,1020.0
2020-10-19,HCC,GM EXW #3,0.0
2020-10-19,HCC,Baotou EXW,976.0
2020-10-19,HCC,Tangshan Hebei FOR,1485.0
2020-10-19,HCC,Jingtang Australia EXW,1360.0
2020-10-19,HCC,Tianjin Australia EXW,1205.0
2020-10-19,SSCC,Tangshan Hebei FOR,1170.0
2020-10-19,SSCC,Wuhai EXW,933.0
2020-10-19,TC,GM DAP,273.0
2020-10-19,TC,Wuhai EXW,440.0
2020-10-26,HCC,GM EXW #5 Jinquan ,1030.0
2020-10-26,HCC,GM EXW #3,0.0
2020-10-26,HCC,Baotou EXW,976.0
2020-10-26,HCC,Tangshan Hebei FOR,1485.0
2020-10-26,HCC,Jingtang Australia EXW,1390.0
2020-10-26,HCC,Tianjin Australia EXW,1245.0
2020-10-26,SSCC,Tangshan Hebei FOR,1170.0
2020-10-26,SSCC,Wuhai EXW,933.0
2020-10-26,TC,GM DAP,273.0
2020-10-26,TC,Wuhai EXW,439.0
2020-11-02,HCC,GM EXW #5 Jinquan ,1040.0
2020-11-02,HCC,GM EXW #3,0.0
2020-11-02,HCC,Baotou EXW,976.0
2020-11-02,HCC,Tangshan Hebei FOR,1485.0
2020-11-02,HCC,Jingtang Australia EXW,1390.0
2020-11-02,HCC,Tianjin Australia EXW,1245.0
2020-11-02,SSCC,Tangshan Hebei FOR,1190.0
2020-11-02,SSCC,Wuhai EXW,933.0
2020-11-02,TC,GM DAP,273.0
2020-11-02,TC,Wuhai EXW,433.0
2020-11-09,HCC,GM EXW #5 Jinquan ,1040.0
2020-11-09,HCC,GM EXW #3,0.0
2020-11-09,HCC,Baotou EXW,953.0
2020-11-09,HCC,Tangshan Hebei FOR,1485.0
2020-11-09,HCC,Jingtang Australia EXW,1390.0
2020-11-09,HCC,Tianjin Australia EXW,1245.0
2020-11-09,SSCC,Tangshan Hebei FOR,1190.0
2020-11-09,SSCC,Wuhai EXW,911.0
2020-11-09,TC,GM DAP,273.0
2020-11-09,TC,Wuhai EXW,439.0
2020-11-16,HCC,GM EXW #5 Jinquan ,1040.0
2020-11-16,HCC,GM EXW #3,0.0
2020-11-16,HCC,Baotou EXW,953.0
2020-11-16,HCC,Tangshan Hebei FOR,1485.0
2020-11-16,HCC,Jingtang Australia EXW,1390.0
2020-11-16,HCC,Tianjin Australia EXW,1245.0
2020-11-16,SSCC,Tangshan Hebei FOR,1190.0
2020-11-16,SSCC,Wuhai EXW,911.0
2020-11-16,TC,GM DAP,275.0
2020-11-16,TC,Wuhai EXW,444.0
2020-11-23,HCC,GM EXW #5 Jinquan ,1060.0
2020-11-23,HCC,GM EXW #3,0.0
2020-11-23,HCC,Baotou EXW,941.0
2020-11-23,HCC,Tangshan Hebei FOR,1500.0
2020-11-23,HCC,Jingtang Australia EXW,1390.0
2020-11-23,HCC,Tianjin Australia EXW,1245.0
2020-11-23,SSCC,Tangshan Hebei FOR,1240.0
2020-11-23,SSCC,Wuhai EXW,901.0
2020-11-23,TC,GM DAP,280.0
2020-11-23,TC,Wuhai EXW,447.0
2020-11-30,HCC,GM EXW #5 Jinquan ,1100.0
2020-11-30,HCC,GM EXW #3,0.0
2020-11-30,HCC,Baotou EXW,941.0
2020-11-30,HCC,Tangshan Hebei FOR,1520.0
2020-11-30,HCC,Jingtang Australia EXW,1390.0
2020-11-30,HCC,Tianjin Australia EXW,1245.0
2020-11-30,SSCC,Tangshan Hebei FOR,1290.0
2020-11-30,SSCC,Wuhai EXW,901.0
2020-11-30,TC,GM DAP,280.0
2020-11-30,TC,Wuhai EXW,455.0
2020-12-07,HCC,GM EXW #5 Jinquan ,1160.0
2020-12-07,HCC,GM EXW #3,0.0
2020-12-07,HCC,Baotou EXW,994.0
2020-12-07,HCC,Tangshan Hebei FOR,1575.0
2020-12-07,HCC,Jingtang Australia EXW,1520.0
2020-12-07,HCC,Tianjin Australia EXW,1350.0
2020-12-07,SSCC,Tangshan Hebei FOR,1310.0
2020-12-07,SSCC,Wuhai EXW,922.0
2020-12-07,TC,GM DAP,280.0
2020-12-07,TC,Wuhai EXW,470.0
2020-12-14,HCC,GM EXW #5 Jinquan ,1220.0
2020-12-14,HCC,GM EXW #3,0.0
2020-12-14,HCC,Baotou EXW,994.0
2020-12-14,HCC,Tangshan Hebei FOR,1575.0
2020-12-14,HCC,Jingtang Australia EXW,1520.0
2020-12-14,HCC,Tianjin Australia EXW,1350.0
2020-12-14,SSCC,Tangshan Hebei FOR,1310.0
2020-12-14,SSCC,Wuhai EXW,922.0
2020-12-14,TC,GM DAP,280.0
2020-12-14,TC,Wuhai EXW,502.0
2020-12-21,HCC,GM EXW #5 Jinquan ,1230.0
2020-12-21,HCC,GM EXW #3,0.0
2020-12-21,HCC,Baotou EXW,994.0
2020-12-21,HCC,Tangshan Hebei FOR,1575.0
2020-12-21,HCC,Jingtang Australia EXW,1520.0
2020-12-21,HCC,Tianjin Australia EXW,1350.0
2020-12-21,SSCC,Tangshan Hebei FOR,1390.0
2020-12-21,SSCC,Wuhai EXW,922.0
2020-12-21,TC,GM DAP,280.0
2020-12-21,TC,Wuhai EXW,521.0
2020-12-28,HCC,GM EXW #5 Jinquan ,1240.0
2020-12-28,HCC,GM EXW #3,0.0
2020-12-28,HCC,Baotou EXW,1018.0
2020-12-28,HCC,Tangshan Hebei FOR,1575.0
2020-12-28,HCC,Jingtang Australia EXW,1590.0
2020-12-28,HCC,Tianjin Australia EXW,1420.0
2020-12-28,SSCC,Tangshan Hebei FOR,1390.0
2020-12-28,SSCC,Wuhai EXW,944.0
2020-12-28,TC,GM DAP,280.0
2020-12-28,TC,Wuhai EXW,539.0
2021-01-04,HCC,GM EXW #5 Jinquan ,1280.0
2021-01-04,HCC,GM EXW #3,0.0
2021-01-04,HCC,Baotou EXW,1029.0
2021-01-04,HCC,Tangshan Hebei FOR,1575.0
2021-01-04,HCC,Jingtang Australia EXW,1590.0
2021-01-04,HCC,Tianjin Australia EXW,1420.0
2021-01-04,SSCC,Tangshan Hebei FOR,1390.0
2021-01-04,SSCC,Wuhai EXW,955.0
2021-01-04,TC,GM DAP,285.0
2021-01-04,TC,Wuhai EXW,560.0
2021-01-11,HCC,GM EXW #5 Jinquan ,1300.0
2021-01-11,HCC,GM EXW #3,0.0
2021-01-11,HCC,Baotou EXW,1111.0
2021-01-11,HCC,Tangshan Hebei FOR,1575.0
2021-01-11,HCC,Jingtang Australia EXW,1590.0
2021-01-11,HCC,Tianjin Australia EXW,1420.0
2021-01-11,SSCC,Tangshan Hebei FOR,1390.0
2021-01-11,SSCC,Wuhai EXW,1030.0
2021-01-11,TC,GM DAP,285.0
2021-01-11,TC,Wuhai EXW,587.0
2021-01-18,HCC,GM EXW #5 Jinquan ,1300.0
2021-01-18,HCC,GM EXW #3,0.0
2021-01-18,HCC,Baotou EXW,1146.0
2021-01-18,HCC,Tangshan Hebei FOR,1625.0
2021-01-18,HCC,Jingtang Australia EXW,1590.0
2021-01-18,HCC,Tianjin Australia EXW,1420.0
2021-01-18,SSCC,Tangshan Hebei FOR,1390.0
2021-01-18,SSCC,Wuhai EXW,1063.0
2021-01-18,TC,GM DAP,290.0
2021-01-18,TC,Wuhai EXW,625.0
2021-01-25,HCC,GM EXW #5 Jinquan ,1370.0
